"Year","Age","mx","qx","ax","lx","dx","Lx","Tx","ex","OpenInterval"
1933,0,0.05418,0.05208,0.26,100000,5208,96130,6279695,62.8,FALSE
1933,1,0.00887,0.00883,0.5,94792,837,94374,6183565,65.23,FALSE
1933,2,0.00402,0.00402,0.5,93955,377,93767,6089191,64.81,FALSE
1933,3,0.00287,0.00287,0.5,93578,268,93444,5995425,64.07,FALSE
1933,4,0.00223,0.00223,0.5,93310,208,93206,5901981,63.25,FALSE
1933,5,0.00185,0.00185,0.5,93102,172,93016,5808775,62.39,FALSE
1933,6,0.00164,0.00164,0.5,92930,153,92853,5715759,61.51,FALSE
1933,7,0.00147,0.00147,0.5,92777,136,92709,5622906,60.61,FALSE
1933,8,0.00132,0.00132,0.5,92640,122,92579,5530197,59.7,FALSE
1933,9,0.00119,0.00119,0.5,92518,110,92463,5437618,58.77,FALSE
1933,10,0.0011,0.0011,0.5,92408,101,92357,5345155,57.84,FALSE
1933,11,0.00106,0.00106,0.5,92306,98,92258,5252798,56.91,FALSE
1933,12,0.0011,0.0011,0.5,92209,101,92158,5160540,55.97,FALSE
1933,13,0.00121,0.00121,0.5,92108,111,92052,5068382,55.03,FALSE
1933,14,0.00139,0.00139,0.5,91996,128,91932,4976330,54.09,FALSE
1933,15,0.00163,0.00163,0.5,91868,149,91794,4884397,53.17,FALSE
1933,16,0.00187,0.00186,0.5,91719,171,91634,4792604,52.25,FALSE
1933,17,0.0021,0.0021,0.5,91548,192,91452,4700970,51.35,FALSE
1933,18,0.00233,0.00233,0.5,91356,213,91250,4609518,50.46,FALSE
1933,19,0.00256,0.00256,0.5,91144,233,91027,4518268,49.57,FALSE
1933,20,0.00279,0.00278,0.5,90911,253,90784,4427241,48.7,FALSE
1933,21,0.00299,0.00299,0.5,90657,271,90522,4336457,47.83,FALSE
1933,22,0.00316,0.00316,0.5,90387,285,90244,4245935,46.98,FALSE
1933,23,0.0033,0.00329,0.5,90101,297,89953,4155691,46.12,FALSE
1933,24,0.0034,0.00339,0.5,89804,304,89652,4065739,45.27,FALSE
1933,25,0.00346,0.00346,0.5,89500,310,89345,3976087,44.43,FALSE
1933,26,0.00353,0.00353,0.5,89190,315,89033,3886741,43.58,FALSE
1933,27,0.0036,0.0036,0.5,88876,320,88716,3797708,42.73,FALSE
1933,28,0.00367,0.00367,0.5,88556,325,88394,3708992,41.88,FALSE
1933,29,0.00374,0.00374,0.5,88231,330,88066,3620599,41.04,FALSE
1933,30,0.00381,0.00381,0.5,87902,335,87734,3532532,40.19,FALSE
1933,31,0.00392,0.00391,0.5,87567,342,87396,3444798,39.34,FALSE
1933,32,0.00406,0.00406,0.5,87224,354,87048,3357402,38.49,FALSE
1933,33,0.00426,0.00425,0.5,86871,369,86686,3270355,37.65,FALSE
1933,34,0.0045,0.00449,0.5,86502,388,86308,3183668,36.8,FALSE
1933,35,0.00476,0.00475,0.5,86114,409,85909,3097361,35.97,FALSE
1933,36,0.00497,0.00496,0.5,85705,425,85492,3011451,35.14,FALSE
1933,37,0.00513,0.00512,0.5,85280,436,85062,2925959,34.31,FALSE
1933,38,0.00525,0.00524,0.5,84844,444,84621,2840897,33.48,FALSE
1933,39,0.00536,0.00534,0.5,84399,451,84174,2756276,32.66,FALSE
1933,40,0.00549,0.00547,0.5,83948,459,83719,2672102,31.83,FALSE
1933,41,0.00571,0.00569,0.5,83489,475,83251,2588383,31,FALSE
1933,42,0.00603,0.00601,0.5,83014,499,82764,2505132,30.18,FALSE
1933,43,0.00643,0.00641,0.5,82514,529,82250,2422368,29.36,FALSE
1933,44,0.00688,0.00686,0.5,81986,563,81705,2340118,28.54,FALSE
1933,45,0.00739,0.00736,0.5,81423,599,81124,2258413,27.74,FALSE
1933,46,0.0079,0.00787,0.5,80824,636,80506,2177289,26.94,FALSE
1933,47,0.00844,0.0084,0.5,80188,674,79851,2096783,26.15,FALSE
1933,48,0.00902,0.00898,0.5,79514,714,79157,2016933,25.37,FALSE
1933,49,0.00966,0.00961,0.5,78800,758,78421,1937776,24.59,FALSE
1933,50,0.01035,0.0103,0.5,78043,804,77641,1859354,23.82,FALSE
1933,51,0.01105,0.01098,0.5,77239,848,76814,1781714,23.07,FALSE
1933,52,0.01172,0.01165,0.5,76390,890,75945,1704899,22.32,FALSE
1933,53,0.01237,0.01229,0.5,75500,928,75036,1628954,21.58,FALSE
1933,54,0.013,0.01292,0.5,74572,963,74090,1553918,20.84,FALSE
1933,55,0.01367,0.01358,0.5,73609,1000,73109,1479828,20.1,FALSE
1933,56,0.01455,0.01444,0.5,72609,1049,72085,1406719,19.37,FALSE
1933,57,0.01568,0.01556,0.5,71561,1114,71004,1334634,18.65,FALSE
1933,58,0.0171,0.01695,0.5,70447,1194,69850,1263630,17.94,FALSE
1933,59,0.01882,0.01864,0.5,69253,1291,68607,1193780,17.24,FALSE
1933,60,0.02078,0.02056,0.5,67962,1398,67263,1125173,16.56,FALSE
1933,61,0.02273,0.02247,0.5,66564,1496,65816,1057910,15.89,FALSE
1933,62,0.0246,0.0243,0.5,65068,1581,64278,992094,15.25,FALSE
1933,63,0.02641,0.02607,0.5,63487,1655,62660,927816,14.61,FALSE
1933,64,0.02819,0.0278,0.5,61832,1719,60973,865156,13.99,FALSE
1933,65,0.03005,0.0296,0.5,60114,1780,59224,804184,13.38,FALSE
1933,66,0.03237,0.03186,0.5,58334,1858,57405,744960,12.77,FALSE
1933,67,0.03531,0.0347,0.5,56476,1960,55496,687555,12.17,FALSE
1933,68,0.03894,0.03819,0.5,54516,2082,53475,632059,11.59,FALSE
1933,69,0.04334,0.04242,0.5,52434,2224,51322,578584,11.03,FALSE
1933,70,0.04843,0.04728,0.5,50209,2374,49022,527263,10.5,FALSE
1933,71,0.05354,0.05214,0.5,47835,2494,46588,478240,10,FALSE
1933,72,0.05845,0.05679,0.5,45341,2575,44054,431652,9.52,FALSE
1933,73,0.06319,0.06125,0.5,42766,2620,41457,387598,9.06,FALSE
1933,74,0.06752,0.06531,0.5,40147,2622,38836,346142,8.62,FALSE
1933,75,0.07115,0.06871,0.5,37525,2578,36236,307306,8.19,FALSE
1933,76,0.0774,0.07451,0.5,34947,2604,33645,271070,7.76,FALSE
1933,77,0.08465,0.08121,0.5,32343,2627,31029,237425,7.34,FALSE
1933,78,0.09297,0.08884,0.5,29716,2640,28396,206396,6.95,FALSE
1933,79,0.10222,0.09725,0.5,27076,2633,25759,178000,6.57,FALSE
1933,80,0.10907,0.10343,0.5,24443,2528,23179,152240,6.23,FALSE
1933,81,0.11917,0.11247,0.5,21915,2465,20682,129062,5.89,FALSE
1933,82,0.12952,0.12164,0.5,19450,2366,18267,108379,5.57,FALSE
1933,83,0.14017,0.13099,0.5,17084,2238,15965,90112,5.27,FALSE
1933,84,0.15125,0.14062,0.5,14846,2088,13802,74147,4.99,FALSE
1933,85,0.16275,0.1505,0.5,12759,1920,11798,60345,4.73,FALSE
1933,86,0.17554,0.16138,0.5,10838,1749,9964,48546,4.48,FALSE
1933,87,0.19,0.17351,0.5,9089,1577,8301,38582,4.24,FALSE
1933,88,0.20543,0.1863,0.5,7512,1400,6812,30282,4.03,FALSE
1933,89,0.22102,0.19902,0.5,6113,1217,5504,23469,3.84,FALSE
1933,90,0.23599,0.21109,0.5,4896,1034,4379,17965,3.67,FALSE
1933,91,0.24931,0.22167,0.5,3863,856,3435,13585,3.52,FALSE
1933,92,0.26095,0.23083,0.5,3006,694,2659,10151,3.38,FALSE
1933,93,0.27114,0.23877,0.5,2312,552,2036,7491,3.24,FALSE
1933,94,0.27893,0.24479,0.5,1760,431,1545,5455,3.1,FALSE
1933,95,0.30115,0.26174,0.5,1329,348,1155,3910,2.94,FALSE
1933,96,0.31851,0.27476,0.5,981,270,847,2755,2.81,FALSE
1933,97,0.33639,0.28796,0.5,712,205,609,1908,2.68,FALSE
1933,98,0.35475,0.30131,0.5,507,153,430,1299,2.56,FALSE
1933,99,0.37355,0.31476,0.5,354,111,298,868,2.45,FALSE
1933,100,0.39274,0.32827,0.5,243,80,203,570,2.35,FALSE
1933,101,0.41226,0.34181,0.5,163,56,135,367,2.25,FALSE
1933,102,0.43207,0.35531,0.5,107,38,88,232,2.16,FALSE
1933,103,0.45209,0.36874,0.5,69,26,56,144,2.08,FALSE
1933,104,0.47227,0.38205,0.5,44,17,35,87,2,FALSE
1933,105,0.49254,0.39521,0.5,27,11,22,52,1.93,FALSE
1933,106,0.51284,0.40817,0.5,16,7,13,30,1.86,FALSE
1933,107,0.53309,0.4209,0.5,10,4,8,17,1.81,FALSE
1933,108,0.55324,0.43336,0.5,6,2,4,10,1.75,FALSE
1933,109,0.57321,0.44552,0.5,3,1,2,5,1.71,FALSE
1933,110,0.59295,1,1.69,2,2,3,3,1.69,TRUE
1934,0,0.06021,0.05771,0.28,100000,5771,95847,6230405,62.3,FALSE
1934,1,0.00989,0.00985,0.5,94229,928,93765,6134559,65.1,FALSE
1934,2,0.00454,0.00453,0.5,93301,423,93090,6040793,64.75,FALSE
1934,3,0.00298,0.00297,0.5,92879,276,92741,5947704,64.04,FALSE
1934,4,0.00224,0.00223,0.5,92602,207,92499,5854963,63.23,FALSE
1934,5,0.00186,0.00186,0.5,92396,172,92310,5762464,62.37,FALSE
1934,6,0.00167,0.00167,0.5,92224,154,92147,5670154,61.48,FALSE
1934,7,0.0015,0.00149,0.5,92070,138,92002,5578007,60.58,FALSE
1934,8,0.00135,0.00135,0.5,91933,124,91871,5486005,59.67,FALSE
1934,9,0.00123,0.00123,0.5,91808,113,91752,5394135,58.75,FALSE
1934,10,0.00115,0.00115,0.5,91695,105,91643,5302383,57.83,FALSE
1934,11,0.00111,0.00111,0.5,91590,102,91539,5210740,56.89,FALSE
1934,12,0.00114,0.00114,0.5,91488,104,91436,5119201,55.95,FALSE
1934,13,0.00123,0.00123,0.5,91384,113,91328,5027764,55.02,FALSE
1934,14,0.0014,0.0014,0.5,91272,128,91208,4936436,54.08,FALSE
1934,15,0.00162,0.00162,0.5,91144,148,91070,4845228,53.16,FALSE
1934,16,0.00185,0.00185,0.5,90997,168,90913,4754158,52.25,FALSE
1934,17,0.00208,0.00207,0.5,90828,188,90734,4663245,51.34,FALSE
1934,18,0.0023,0.00229,0.5,90640,208,90536,4572511,50.45,FALSE
1934,19,0.00252,0.00251,0.5,90432,227,90319,4481975,49.56,FALSE
1934,20,0.00274,0.00273,0.5,90205,247,90082,4391656,48.69,FALSE
1934,21,0.00293,0.00293,0.5,89958,263,89827,4301575,47.82,FALSE
1934,22,0.0031,0.0031,0.5,89695,278,89556,4211748,46.96,FALSE
1934,23,0.00324,0.00324,0.5,89417,289,89272,4122192,46.1,FALSE
1934,24,0.00335,0.00334,0.5,89128,298,88979,4032920,45.25,FALSE
1934,25,0.00343,0.00342,0.5,88830,304,88678,3943941,44.4,FALSE
1934,26,0.0035,0.00349,0.5,88526,309,88371,3855264,43.55,FALSE
1934,27,0.00357,0.00356,0.5,88216,314,88059,3766893,42.7,FALSE
1934,28,0.00364,0.00363,0.5,87902,319,87742,3678834,41.85,FALSE
1934,29,0.0037,0.00369,0.5,87582,324,87421,3591092,41,FALSE
1934,30,0.00376,0.00376,0.5,87259,328,87095,3503671,40.15,FALSE
1934,31,0.00385,0.00385,0.5,86931,334,86764,3416576,39.3,FALSE
1934,32,0.00398,0.00397,0.5,86597,344,86425,3329812,38.45,FALSE
1934,33,0.00415,0.00414,0.5,86253,357,86074,3243387,37.6,FALSE
1934,34,0.00437,0.00436,0.5,85896,374,85708,3157313,36.76,FALSE
1934,35,0.00462,0.00461,0.5,85521,394,85324,3071605,35.92,FALSE
1934,36,0.00486,0.00485,0.5,85127,413,84920,2986281,35.08,FALSE
1934,37,0.00507,0.00505,0.5,84714,428,84500,2901360,34.25,FALSE
1934,38,0.00523,0.00522,0.5,84286,440,84066,2816860,33.42,FALSE
1934,39,0.00538,0.00536,0.5,83846,450,83621,2732794,32.59,FALSE
1934,40,0.00553,0.00551,0.5,83396,460,83167,2649173,31.77,FALSE
1934,41,0.00573,0.00571,0.5,82937,474,82700,2566006,30.94,FALSE
1934,42,0.00601,0.00599,0.5,82463,494,82216,2483306,30.11,FALSE
1934,43,0.00638,0.00636,0.5,81969,521,81709,2401090,29.29,FALSE
1934,44,0.0068,0.00678,0.5,81448,552,81172,2319381,28.48,FALSE
1934,45,0.00728,0.00725,0.5,80896,587,80602,2238210,27.67,FALSE
1934,46,0.00781,0.00778,0.5,80309,625,79997,2157607,26.87,FALSE
1934,47,0.00839,0.00835,0.5,79684,666,79351,2077611,26.07,FALSE
1934,48,0.00902,0.00898,0.5,79019,710,78664,1998259,25.29,FALSE
1934,49,0.00974,0.00969,0.5,78309,759,77930,1919595,24.51,FALSE
1934,50,0.01053,0.01048,0.5,77550,812,77144,1841665,23.75,FALSE
1934,51,0.01131,0.01125,0.5,76738,863,76306,1764521,22.99,FALSE
1934,52,0.01203,0.01196,0.5,75875,908,75421,1688215,22.25,FALSE
1934,53,0.01268,0.0126,0.5,74967,945,74495,1612794,21.51,FALSE
1934,54,0.01326,0.01317,0.5,74023,975,73535,1538299,20.78,FALSE
1934,55,0.01381,0.01371,0.5,73048,1002,72547,1464764,20.05,FALSE
1934,56,0.01455,0.01445,0.5,72046,1041,71525,1392217,19.32,FALSE
1934,57,0.01559,0.01547,0.5,71005,1098,70456,1320692,18.6,FALSE
1934,58,0.01694,0.0168,0.5,69907,1174,69319,1250236,17.88,FALSE
1934,59,0.01865,0.01848,0.5,68732,1270,68097,1180917,17.18,FALSE
1934,60,0.02067,0.02046,0.5,67462,1380,66772,1112820,16.5,FALSE
1934,61,0.02272,0.02246,0.5,66082,1484,65340,1046047,15.83,FALSE
1934,62,0.0247,0.0244,0.5,64598,1576,63809,980708,15.18,FALSE
1934,63,0.02663,0.02628,0.5,63021,1656,62193,916898,14.55,FALSE
1934,64,0.0285,0.0281,0.5,61365,1724,60503,854705,13.93,FALSE
1934,65,0.0304,0.02994,0.5,59641,1786,58748,794202,13.32,FALSE
1934,66,0.03266,0.03214,0.5,57855,1859,56925,735454,12.71,FALSE
1934,67,0.0355,0.03488,0.5,55996,1953,55019,678529,12.12,FALSE
1934,68,0.039,0.03826,0.5,54042,2067,53009,623510,11.54,FALSE
1934,69,0.04326,0.04234,0.5,51975,2201,50875,570501,10.98,FALSE
1934,70,0.04827,0.04713,0.5,49774,2346,48601,519627,10.44,FALSE
1934,71,0.05353,0.05213,0.5,47428,2473,46192,471025,9.93,FALSE
1934,72,0.05874,0.05706,0.5,44956,2565,43673,424833,9.45,FALSE
1934,73,0.06381,0.06184,0.5,42391,2621,41080,381160,8.99,FALSE
1934,74,0.06882,0.06653,0.5,39769,2646,38446,340080,8.55,FALSE
1934,75,0.07164,0.06916,0.5,37123,2567,35840,301634,8.13,FALSE
1934,76,0.07804,0.07511,0.5,34556,2596,33258,265794,7.69,FALSE
1934,77,0.08536,0.08187,0.5,31961,2617,30652,232535,7.28,FALSE
1934,78,0.09379,0.08959,0.5,29344,2629,28030,201883,6.88,FALSE
1934,79,0.10338,0.0983,0.5,26715,2626,25402,173854,6.51,FALSE
1934,80,0.11039,0.10461,0.5,24089,2520,22829,148451,6.16,FALSE
1934,81,0.12122,0.11429,0.5,21569,2465,20337,125622,5.82,FALSE
1934,82,0.13229,0.12408,0.5,19104,2371,17919,105286,5.51,FALSE
1934,83,0.14323,0.13366,0.5,16734,2237,15615,87367,5.22,FALSE
1934,84,0.1538,0.14282,0.5,14497,2070,13462,71752,4.95,FALSE
1934,85,0.16431,0.15183,0.5,12427,1887,11483,58290,4.69,FALSE
1934,86,0.17601,0.16177,0.5,10540,1705,9687,46807,4.44,FALSE
1934,87,0.18962,0.1732,0.5,8835,1530,8070,37120,4.2,FALSE
1934,88,0.20518,0.18609,0.5,7305,1359,6625,29050,3.98,FALSE
1934,89,0.2218,0.19966,0.5,5945,1187,5352,22425,3.77,FALSE
1934,90,0.23889,0.2134,0.5,4758,1015,4251,17073,3.59,FALSE
1934,91,0.25555,0.2266,0.5,3743,848,3319,12823,3.43,FALSE
1934,92,0.27016,0.23801,0.5,2895,689,2550,9504,3.28,FALSE
1934,93,0.28158,0.24683,0.5,2206,544,1934,6954,3.15,FALSE
1934,94,0.28989,0.25319,0.5,1661,421,1451,5020,3.02,FALSE
1934,95,0.30856,0.26732,0.5,1241,332,1075,3569,2.88,FALSE
1934,96,0.3265,0.28068,0.5,909,255,781,2495,2.74,FALSE
1934,97,0.34497,0.29422,0.5,654,192,558,1713,2.62,FALSE
1934,98,0.36391,0.30789,0.5,461,142,390,1156,2.5,FALSE
1934,99,0.38328,0.32164,0.5,319,103,268,765,2.4,FALSE
1934,100,0.40304,0.33544,0.5,217,73,180,497,2.29,FALSE
1934,101,0.42311,0.34923,0.5,144,50,119,317,2.2,FALSE
1934,102,0.44344,0.36296,0.5,94,34,77,198,2.11,FALSE
1934,103,0.46395,0.37659,0.5,60,22,48,121,2.03,FALSE
1934,104,0.4846,0.39008,0.5,37,15,30,73,1.95,FALSE
1934,105,0.50529,0.40338,0.5,23,9,18,43,1.88,FALSE
1934,106,0.52597,0.41645,0.5,14,6,11,25,1.82,FALSE
1934,107,0.54656,0.42925,0.5,8,3,6,14,1.76,FALSE
1934,108,0.56699,0.44175,0.5,5,2,4,8,1.71,FALSE
1934,109,0.58719,0.45392,0.5,3,1,2,4,1.67,FALSE
1934,110,0.60711,1,1.65,1,1,2,2,1.65,TRUE
1935,0,0.05356,0.0515,0.25,100000,5150,96161,6305479,63.05,FALSE
1935,1,0.00833,0.0083,0.5,94850,787,94456,6209318,65.46,FALSE
1935,2,0.00377,0.00376,0.5,94063,354,93886,6114862,65.01,FALSE
1935,3,0.00276,0.00275,0.5,93709,258,93580,6020976,64.25,FALSE
1935,4,0.00233,0.00232,0.5,93451,217,93343,5927396,63.43,FALSE
1935,5,0.00193,0.00193,0.5,93234,180,93144,5834053,62.57,FALSE
1935,6,0.00168,0.00168,0.5,93054,156,92976,5740909,61.69,FALSE
1935,7,0.00146,0.00146,0.5,92898,136,92830,5647932,60.8,FALSE
1935,8,0.0013,0.00129,0.5,92763,120,92703,5555102,59.89,FALSE
1935,9,0.00118,0.00118,0.5,92642,110,92588,5462399,58.96,FALSE
1935,10,0.00112,0.00112,0.5,92533,103,92481,5369812,58.03,FALSE
1935,11,0.0011,0.0011,0.5,92430,102,92379,5277330,57.1,FALSE
1935,12,0.00114,0.00114,0.5,92328,106,92275,5184952,56.16,FALSE
1935,13,0.00124,0.00124,0.5,92222,114,92165,5092677,55.22,FALSE
1935,14,0.0014,0.0014,0.5,92108,129,92044,5000512,54.29,FALSE
1935,15,0.00161,0.00161,0.5,91980,148,91905,4908468,53.36,FALSE
1935,16,0.00184,0.00184,0.5,91831,169,91747,4816562,52.45,FALSE
1935,17,0.00206,0.00206,0.5,91663,189,91568,4724815,51.55,FALSE
1935,18,0.00227,0.00227,0.5,91474,208,91370,4633247,50.65,FALSE
1935,19,0.00247,0.00247,0.5,91266,226,91154,4541877,49.77,FALSE
1935,20,0.00267,0.00267,0.5,91041,243,90920,4450723,48.89,FALSE
1935,21,0.00285,0.00284,0.5,90798,258,90669,4359803,48.02,FALSE
1935,22,0.003,0.003,0.5,90540,271,90405,4269134,47.15,FALSE
1935,23,0.00314,0.00314,0.5,90269,283,90127,4178729,46.29,FALSE
1935,24,0.00327,0.00326,0.5,89986,294,89839,4088602,45.44,FALSE
1935,25,0.00337,0.00337,0.5,89692,302,89541,3998763,44.58,FALSE
1935,26,0.00346,0.00346,0.5,89390,309,89236,3909222,43.73,FALSE
1935,27,0.00354,0.00353,0.5,89081,315,88924,3819987,42.88,FALSE
1935,28,0.0036,0.00359,0.5,88767,319,88607,3731063,42.03,FALSE
1935,29,0.00365,0.00364,0.5,88448,322,88287,3642456,41.18,FALSE
1935,30,0.00369,0.00368,0.5,88126,324,87963,3554169,40.33,FALSE
1935,31,0.00376,0.00376,0.5,87801,330,87636,3466206,39.48,FALSE
1935,32,0.00389,0.00388,0.5,87471,339,87302,3378569,38.62,FALSE
1935,33,0.00407,0.00406,0.5,87132,353,86955,3291268,37.77,FALSE
1935,34,0.0043,0.00429,0.5,86778,372,86592,3204312,36.93,FALSE
1935,35,0.00458,0.00457,0.5,86406,395,86209,3117720,36.08,FALSE
1935,36,0.00486,0.00485,0.5,86011,417,85803,3031511,35.25,FALSE
1935,37,0.00511,0.00509,0.5,85594,436,85376,2945709,34.41,FALSE
1935,38,0.0053,0.00528,0.5,85158,450,84933,2860333,33.59,FALSE
1935,39,0.00543,0.00542,0.5,84708,459,84479,2775400,32.76,FALSE
1935,40,0.00554,0.00553,0.5,84249,466,84017,2690921,31.94,FALSE
1935,41,0.00568,0.00567,0.5,83784,475,83547,2606904,31.11,FALSE
1935,42,0.0059,0.00588,0.5,83309,490,83064,2523358,30.29,FALSE
1935,43,0.00623,0.00621,0.5,82819,514,82562,2440293,29.47,FALSE
1935,44,0.00666,0.00664,0.5,82305,546,82032,2357731,28.65,FALSE
1935,45,0.00717,0.00715,0.5,81759,584,81467,2275699,27.83,FALSE
1935,46,0.00774,0.00771,0.5,81174,626,80862,2194233,27.03,FALSE
1935,47,0.00833,0.0083,0.5,80549,668,80215,2113371,26.24,FALSE
1935,48,0.00895,0.00891,0.5,79880,711,79525,2033157,25.45,FALSE
1935,49,0.00959,0.00954,0.5,79169,755,78791,1953632,24.68,FALSE
1935,50,0.01027,0.01022,0.5,78414,801,78013,1874841,23.91,FALSE
1935,51,0.01098,0.01092,0.5,77612,847,77189,1796828,23.15,FALSE
1935,52,0.0117,0.01163,0.5,76765,893,76319,1719639,22.4,FALSE
1935,53,0.01241,0.01233,0.5,75872,936,75404,1643321,21.66,FALSE
1935,54,0.0131,0.01302,0.5,74937,976,74449,1567916,20.92,FALSE
1935,55,0.01381,0.01371,0.5,73961,1014,73454,1493467,20.19,FALSE
1935,56,0.01462,0.01451,0.5,72947,1059,72417,1420013,19.47,FALSE
1935,57,0.0156,0.01547,0.5,71888,1112,71332,1347596,18.75,FALSE
1935,58,0.01677,0.01663,0.5,70776,1177,70187,1276264,18.03,FALSE
1935,59,0.01817,0.01801,0.5,69598,1253,68972,1206077,17.33,FALSE
1935,60,0.01979,0.0196,0.5,68345,1340,67675,1137105,16.64,FALSE
1935,61,0.02158,0.02135,0.5,67006,1431,66290,1069430,15.96,FALSE
1935,62,0.02352,0.02325,0.5,65575,1524,64813,1003140,15.3,FALSE
1935,63,0.02563,0.02531,0.5,64051,1621,63240,938327,14.65,FALSE
1935,64,0.02796,0.02758,0.5,62430,1722,61569,875087,14.02,FALSE
1935,65,0.03053,0.03007,0.5,60708,1825,59795,813518,13.4,FALSE
1935,66,0.03325,0.03271,0.5,58883,1926,57920,753723,12.8,FALSE
1935,67,0.0362,0.03555,0.5,56957,2025,55944,695803,12.22,FALSE
1935,68,0.03943,0.03867,0.5,54932,2124,53870,639859,11.65,FALSE
1935,69,0.04299,0.04208,0.5,52808,2222,51696,585989,11.1,FALSE
1935,70,0.04692,0.04584,0.5,50585,2319,49426,534293,10.56,FALSE
1935,71,0.05137,0.05008,0.5,48266,2417,47058,484867,10.05,FALSE
1935,72,0.05633,0.05479,0.5,45849,2512,44593,437809,9.55,FALSE
1935,73,0.0617,0.05985,0.5,43337,2594,42040,393216,9.07,FALSE
1935,74,0.06752,0.06532,0.5,40743,2661,39413,351176,8.62,FALSE
1935,75,0.07112,0.06868,0.5,38082,2615,36774,311763,8.19,FALSE
1935,76,0.07816,0.07522,0.5,35467,2668,34133,274989,7.75,FALSE
1935,77,0.08577,0.08225,0.5,32799,2698,31450,240856,7.34,FALSE
1935,78,0.09383,0.08962,0.5,30101,2698,28752,209406,6.96,FALSE
1935,79,0.10227,0.0973,0.5,27404,2666,26070,180653,6.59,FALSE
1935,80,0.10708,0.10164,0.5,24737,2514,23480,154583,6.25,FALSE
1935,81,0.11653,0.11011,0.5,22223,2447,21000,131103,5.9,FALSE
1935,82,0.12686,0.11929,0.5,19776,2359,18596,110103,5.57,FALSE
1935,83,0.13792,0.12902,0.5,17417,2247,16293,91507,5.25,FALSE
1935,84,0.14957,0.13917,0.5,15170,2111,14114,75214,4.96,FALSE
1935,85,0.16214,0.14998,0.5,13059,1959,12079,61099,4.68,FALSE
1935,86,0.17612,0.16187,0.5,11100,1797,10202,49020,4.42,FALSE
1935,87,0.19176,0.17499,0.5,9303,1628,8489,38818,4.17,FALSE
1935,88,0.20884,0.18909,0.5,7675,1451,6950,30329,3.95,FALSE
1935,89,0.22617,0.20319,0.5,6224,1265,5592,23379,3.76,FALSE
1935,90,0.24151,0.21548,0.5,4959,1069,4425,17788,3.59,FALSE
1935,91,0.25512,0.22626,0.5,3891,880,3451,13363,3.43,FALSE
1935,92,0.26719,0.2357,0.5,3010,710,2656,9912,3.29,FALSE
1935,93,0.27561,0.24223,0.5,2301,557,2022,7256,3.15,FALSE
1935,94,0.28084,0.24626,0.5,1744,429,1529,5234,3,FALSE
1935,95,0.3142,0.27154,0.5,1314,357,1136,3705,2.82,FALSE
1935,96,0.33335,0.28572,0.5,957,274,821,2570,2.68,FALSE
1935,97,0.35306,0.30008,0.5,684,205,581,1749,2.56,FALSE
1935,98,0.37328,0.31457,0.5,479,151,403,1168,2.44,FALSE
1935,99,0.39395,0.32912,0.5,328,108,274,765,2.33,FALSE
1935,100,0.41502,0.3437,0.5,220,76,182,491,2.23,FALSE
1935,101,0.4364,0.35823,0.5,144,52,119,308,2.13,FALSE
1935,102,0.45801,0.37267,0.5,93,35,75,190,2.05,FALSE
1935,103,0.47979,0.38696,0.5,58,23,47,114,1.97,FALSE
1935,104,0.50164,0.40105,0.5,36,14,29,67,1.89,FALSE
1935,105,0.52349,0.41489,0.5,21,9,17,39,1.82,FALSE
1935,106,0.54525,0.42844,0.5,12,5,10,22,1.76,FALSE
1935,107,0.56683,0.44166,0.5,7,3,6,12,1.7,FALSE
1935,108,0.58817,0.45451,0.5,4,2,3,7,1.65,FALSE
1935,109,0.60918,0.46695,0.5,2,1,2,4,1.61,FALSE
1935,110,0.62979,1,1.59,1,1,2,2,1.59,TRUE
1936,0,0.05516,0.053,0.26,100000,5300,96082,6259677,62.6,FALSE
1936,1,0.00808,0.00805,0.5,94700,762,94319,6163595,65.09,FALSE
1936,2,0.00392,0.00391,0.5,93938,368,93754,6069276,64.61,FALSE
1936,3,0.00268,0.00267,0.5,93570,250,93445,5975522,63.86,FALSE
1936,4,0.00215,0.00215,0.5,93320,201,93220,5882077,63.03,FALSE
1936,5,0.00176,0.00176,0.5,93119,164,93038,5788858,62.17,FALSE
1936,6,0.00153,0.00153,0.5,92956,143,92885,5695820,61.27,FALSE
1936,7,0.00136,0.00136,0.5,92813,126,92750,5602936,60.37,FALSE
1936,8,0.00122,0.00122,0.5,92687,113,92631,5510185,59.45,FALSE
1936,9,0.00112,0.00112,0.5,92574,104,92522,5417555,58.52,FALSE
1936,10,0.00107,0.00107,0.5,92471,99,92421,5325033,57.59,FALSE
1936,11,0.00107,0.00107,0.5,92372,99,92322,5232611,56.65,FALSE
1936,12,0.00113,0.00113,0.5,92273,104,92221,5140289,55.71,FALSE
1936,13,0.00124,0.00124,0.5,92169,114,92112,5048068,54.77,FALSE
1936,14,0.00141,0.00141,0.5,92054,130,91990,4955957,53.84,FALSE
1936,15,0.00164,0.00164,0.5,91925,150,91850,4863967,52.91,FALSE
1936,16,0.00188,0.00188,0.5,91775,172,91688,4772118,52,FALSE
1936,17,0.00211,0.00211,0.5,91602,193,91506,4680429,51.1,FALSE
1936,18,0.00234,0.00233,0.5,91409,213,91302,4588923,50.2,FALSE
1936,19,0.00254,0.00254,0.5,91196,231,91080,4497621,49.32,FALSE
